,STATION CODE,LOCATIONS,STATE,Temp,DO,PH,Conductivity,BOD,NI,Fec_col,Tot_col,WQI,WQI clf
398,2570.0,GANDAK ATSAMASTIPUR RD BDG,BIHAR,23.9,8.44,7.63,334.7,2.43,0.79,920.0,2370.0,83.09552385507246,0
399,3124.0,GANDAK RIVER U/S ROAD BRIDGE MUZAFFARPUR (NH),BIHAR,24.3,8.38,7.73,321.7,2.45,0.79,780.0,1990.0,82.1167560289855,0
400,3125.0,GANDAK RIVER GOPALGANJ - PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),BIHAR,22.83,8.39,7.89,264.83,2.38,0.79,950.0,1941.67,87.96046333333332,0
401,2575.0,"SIKRAHNA AT LAL PARSE, BITTIAH",BIHAR,20.89,8.03,7.79,298.56,2.62,0.79,1244.44,2822.22,96.78912197681159,0
402,1820.0,SIKRANA AT CHANPATIYA,BIHAR,21.9,7.82,7.83,329.8,2.59,0.79,1400.0,2940.0,101.69890498550724,0
403,3134.0,SIKRAHNA RIVER AT LAURIA - HARINAGAR ROAD BRIDGE,BIHAR,22.8,7.49,7.57,310.1,2.65,0.79,1080.0,2340.0,92.09567794202898,0
404,2562.0,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,24.35,8.26,7.83,335.3,2.66,0.79,1100.0,3080.0,93.60377237681159,0
405,2558.0,HARBORA AT NARKATIAGANJ,BIHAR,22.35,5.8,7.53,397.6,2.93,0.79,3690.0,11300.0,161.68165750724637,0
406,3126.0,U/S HARBORA RIVER,BIHAR,21.45,7.78,7.8,301.4,2.54,0.79,840.0,1720.0,88.27729176811593,0
407,2567.0,KAMALA RIVER AT BENIPATTI (MADHUBANI),BIHAR,22.75,8.06,7.91,270.0,2.59,0.79,962.5,2112.5,92.06914028985507,0
408,2569.0,KAMALA RIVER AT DARBHANGA,BIHAR,23.44,7.77,7.78,261.44,2.53,0.79,877.78,2300.0,88.84342726376812,0
409,3133.0,KAMALA RIVER AT JAYNAGAR,BIHAR,22.5,8.52,7.92,291.5,2.35,0.79,640.0,1540.0,80.65679028985508,0
410,2563.0,"MANUSMAR AT RIGA, SITAMARHI",BIHAR,22.66,6.59,7.73,351.4,2.81,0.79,2160.0,5730.0,125.24226655072464,0
411,2565.0,KOSHI AT KURSHELA AT KATIHAR,BIHAR,23.21,7.24,7.71,188.0,2.29,0.79,900.0,1854.55,88.43041433333333,0
412,2566.0,KOSHI RIVER AT MADHEPURA,BIHAR,22.58,7.28,7.78,193.92,2.36,0.79,1040.0,2300.0,93.26612095072463,0
413,3137.0,KOSHI RIVER AT BEERPUR,BIHAR,23.55,7.14,7.65,166.55,2.31,0.79,933.33,1955.56,88.80103748985508,0
414,1821.0,DAHA AT SIWAM,BIHAR,23.36,7.68,7.82,364.91,2.53,0.79,1390.91,4063.64,101.72174272463769,0
415,2560.0,D/S DAHA RIVER AT SASAMUSA,BIHAR,22.83,7.56,7.66,386.17,2.7,0.79,3533.33,8608.33,149.3782780724638,0
416,2561.0,"DAHA RIVER AT ITWA BDG, SIWAN",BIHAR,22.67,7.65,7.93,346.42,2.57,0.79,1116.67,2758.33,97.7778088115942,0
417,3129.0,DAHA RIVER AT MEERGANJ,BIHAR,21.91,7.68,7.91,348.83,2.49,0.79,950.0,4041.67,93.17758072463769,0
418,1823.0,DHOUS AT MADHUBANI,BIHAR,23.6,7.65,7.79,333.8,2.78,0.79,2380.0,6880.0,126.02991281159419,0
419,1824.0,FARMAR AT JOGBANI,BIHAR,23.27,7.43,7.72,305.27,2.68,0.79,1740.0,4560.0,110.32722751594203,0
420,2559.0,RAM REKHA AT HARINAGAR,BIHAR,23.3,5.38,7.49,393.6,3.03,0.79,2640.0,7520.0,139.8555427246377,0
421,3130.0,RAM REKHA AT U/S HARINAGAR,BIHAR,22.3,7.85,7.55,279.0,2.46,0.79,810.0,1690.0,82.21784289855071,0
422,1822.0,SIRSA AT RUXOL,BIHAR,20.78,4.46,7.9,442.89,7.16,0.79,7000.0,23111.1,287.7547885246377,0
423,3132.0,BAGMATI AT MUZAFFARPUR - SITAMARHI ROAD BRIDGE,BIHAR,22.3,8.35,7.89,263.6,2.4,0.79,850.0,1970.0,86.12590011594202,0
424,3135.0,BAGMATI  AT DARBHANGA - SAMASTIPUR ROAD BRIDGE,BIHAR,24.1,8.28,7.88,288.4,2.43,0.79,760.0,1780.0,84.52927698550724,0
425,3131.0,U/S MANUSMAR RIVER (RIGA),BIHAR,22.1,7.9,7.89,324.6,2.59,0.79,1011.0,2660.0,93.69599142028986,0
426,3119.0,PUNPUN NR PUNPUN RAIL BRIDGE,BIHAR,23.3,7.61,7.77,305.5,2.22,0.79,1143.0,2420.0,92.5929015942029,0
427,3120.0,PUNPUN NR KINZER RD BRIDGE,BIHAR,24.35,7.78,7.84,290.9,2.15,0.79,865.0,2160.0,86.16640176811593,0
428,3136.0,SIRSIA D/S RAXAUL (KOERIA TOLA),BIHAR,20.78,4.48,7.9,455.44,7.8,0.79,8000.0,24000.0,315.6221701333334,0
429,1313.0,TAPI AT AJNAND VILLAGE,MAHARASHTRA,36.55,5.73,7.57,564.16,5.55,9.33,17.82,53.27,103.24594964347827,0
430,1251.0,TAPI AT BHUSAWAL US,MAHARASHTRA,35.45,5.82,7.54,492.06,4.91,8.2,20.36,59.64,96.54501811594203,0
431,1314.0,TAPI AT UPHAD VILLAGE,MAHARASHTRA,23.3,5.56,7.61,444.68,5.3,7.12,22.2,63.6,102.37635580289856,0
432,9.0,TAPI AT NEPANAGAR,MADHYA PRADESH,25.33,7.47,7.93,493.0,1.03,0.58,1.0,630.0,59.896433333333334,1
433,10.0,TAPI AT BURHANPUR,MADHYA PRADESH,26.17,7.13,7.9,719.0,2.97,1.35,1.67,770.0,78.36372265217392,0
434,1250.0,TAPI AT HATHNUR,MADHYA PRADESH,25.0,7.2,7.65,657.0,1.4,0.95,2.0,250.0,59.62484144927536,1
435,2115.0,RIVER TAPTI AT NEPA NAGAR 100 METRE D/S  AFTER MIXING PANDHAR NALLA,MADHYA PRADESH,22.5,6.95,7.9,557.0,1.95,0.76,1.0,290.0,69.98008550724639,1
436,1253.0,GIRNA AT MALEGAON (MANMAD),MAHARASHTRA,27.0,4.8,7.6,241.15,6.0,4.85,17.0,65.0,111.6478414057971,0
437,1252.0,GIRNA AT JALGAON,MAHARASHTRA,34.15,5.84,7.46,979.84,4.15,8.01,18.9,55.3,88.38579819130433,0
438,1907.0,RANGAVALI D/S OF NAVAPUR,MAHARASHTRA,23.11,5.78,7.81,585.07,5.05,4.86,18.56,55.22,102.2784693652174,0
439,2127.0,"DENWA NEAR SARNI, RD BDG",MADHYA PRADESH,25.5,7.74,8.05,470.83,3.68,1.43,3.0,491.91,84.24037468405798,0
440,2155.0,"PURNA RIVER A/C OF MORNA, NANDURA VILLAGE",MAHARASHTRA,21.0,5.0,8.0,704.0,11.0,2.0,230.0,504.0,166.48377449275364,0
441,2652.0,"AMRAVATI RIVER D/S OF DONDAICHA, DHULE",MAHARASHTRA,22.5,5.24,7.82,511.8,5.81,5.8,20.13,63.0,111.90052146376813,0
442,2658.0,"BORI D/S OF AMALNER, JALGAON",MAHARASHTRA,34.88,6.38,7.78,811.0,3.55,4.57,20.75,60.0,85.66059615942028,0
443,2659.0,"BURAI RIVER BEFORE CONFLUECE TO TAPI RIVER, MUKUDAS, DHULE",MAHARASHTRA,21.6,5.45,7.58,259.17,4.92,4.01,17.6,60.0,98.5377005884058,0
444,2666.0,"GOMAI RIVER, D/S. OF SHAHADA, DHULE.",MAHARASHTRA,22.42,5.04,7.68,255.61,5.71,5.11,16.83,58.67,109.3414109768116,0
445,2667.0,"HIWARA RIVER, D/S OF PACHORA., JALGAON",MAHARASHTRA,33.47,6.03,7.66,816.0,3.83,0.78,15.67,44.33,87.21077177391304,0
446,2674.0,"MOR RIVER, NEAR PADALSHE VILLAGE, JALGAON.",MAHARASHTRA,33.53,6.4,8.02,801.0,3.5,0.11,16.67,44.33,88.70473670144928,0
447,2675.0,MORNA RIVER AT D/S OF RAILWAY BRIDGE AT AKOLA.,MAHARASHTRA,22.0,3.84,8.21,855.8,17.56,6.76,222.0,600.0,234.17724585507247,0
448,2684.0,"PANZARA RIVER, NEAR PANZARAKAN SSK LTD., DHULE.",MAHARASHTRA,22.43,5.79,7.9,537.17,4.43,4.98,30.33,105.0,98.5781712695652,0
449,2695.0,"PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI",MAHARASHTRA,22.08,4.52,8.34,1387.17,9.42,5.55,171.67,379.17,159.9311070173913,0
450,2710.0,"TITUR RIVER, D/S OF CHALISGAON, JALGOAN.",MAHARASHTRA,33.67,6.37,8.1,3123.67,3.83,10.0,25.0,58.0,94.93841725507247,0
451,2718.0,"WAGHUR RIVER, AT- SAKEGAON BEFORE, CONFLUENCE WITH TAPI RIVER, JALGAON.",MAHARASHTRA,34.13,6.33,8.09,907.33,3.67,0.82,17.33,45.67,91.87743763768115,0
452,1510.0,"TONS RIVER, H.P",HIMACHAL PRADESH,12.13,9.11,7.33,69.89,0.34,0.91,43.33,28.14,36.22880684637682,2
453,2620.0,ASHWANI AT U/S YASHWANT NAGAR,HIMACHAL PRADESH,20.72,8.93,8.47,322.47,0.66,1.93,14.11,39.0,59.24151816811595,1
454,2626.0,BATTA AT U/S PAONTA,HIMACHAL PRADESH,20.27,7.71,7.59,294.08,1.28,0.34,7.5,16.85,54.99117923768116,1
455,2627.0,BATTA B/C TO YAMUNA,HIMACHAL PRADESH,20.81,7.52,7.47,302.08,1.26,0.35,7.67,17.62,53.651784188405806,1
456,2621.0,GIRI AT D/S YASHWANT NAGAR,HIMACHAL PRADESH,20.3,9.05,7.98,204.27,0.54,1.19,10.0,25.44,48.89484895362319,2
457,2622.0,GIRI AT U/S CCI MINES,HIMACHAL PRADESH,19.27,7.52,6.92,423.31,1.25,0.35,6.17,14.77,44.008157788405796,2
458,2623.0,GIRI D/S SATAUN,HIMACHAL PRADESH,18.42,7.46,7.47,487.62,1.31,0.35,6.55,14.67,54.39845416231885,1
459,2617.0,PABBAR AT U/S DHAMBARI,HIMACHAL PRADESH,10.44,9.59,7.27,71.0,0.22,0.63,2.0,7.43,30.867431121739124,2
460,2618.0,PABBAR AT U/S ROHRU,HIMACHAL PRADESH,12.06,9.1,7.27,67.78,0.32,0.7,18.86,21.14,34.492524342028986,2
461,2619.0,PABBAR AT D/S SWARAKUDDU,HIMACHAL PRADESH,11.81,9.13,7.48,76.52,0.33,0.72,20.67,17.07,38.125533321739134,2
462,1477.0,KALINADI AT U/S OF MUZAFFAR NAGAR,UTTAR PRADESH,26.0,6.6,7.7,445.5,2.4,0.79,120.0,920000.0,277.12013985507247,0
463,1478.0,KALINADI AT D/S OF MUZAFFAR NAGAR,UTTAR PRADESH,26.0,6.6,7.7,445.5,2.4,0.79,120.0,5400000.0,1262.7201398550724,0
464,2496.0,"HINDON AT SARDHANA BUDHANA ROAD, VILLAGE BAPARSI, MEERUT",UTTAR PRADESH,22.42,6.6,7.28,769.75,51.5,8.06,172083.0,269167.0,4362.5273681884055,0
465,1358.0,HINDON AT GHAZIABAD D/S,UTTAR PRADESH,21.75,6.6,7.3,1163.5,45.58,1.01,143167.0,212500.0,3658.276213188406,0
466,1357.0,HINDON AT SAHARANPUR D/S,UTTAR PRADESH,15.64,2.5,7.4,506.27,18.91,0.79,2736.36,1654.55,293.58215147246375,0
467,1143.0,TONS AT CHAKGHAT,MADHYA PRADESH,24.49,6.74,7.56,1.24,2.56,2.23,27.29,225.56,71.09297311594202,1
468,2107.0,"BETWA U/S, BEENA",MADHYA PRADESH,27.83,7.37,7.81,363.97,1.11,0.36,120.0,13.91,61.444400556521735,1
469,2108.0,"BETWA D/S, BEENA",MADHYA PRADESH,27.55,7.26,8.01,353.21,1.18,0.35,120.0,15.78,66.06218707536232,1
470,2119.0,"BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1, DIST.RAISEN",MADHYA PRADESH,27.43,6.25,7.08,2802.0,22.9,2.93,12.14,920.0,245.67784153623188,0
471,2121.0,"BETWA NEAR ROAD BRIDGE, BHOJPUR",MADHYA PRADESH,24.0,8.36,7.69,1017.11,3.08,2.39,2.5,340.4,69.8775949536232,1
472,2122.0,BETWA NEAR W/S INTAKE WELL POINT RAISEN,MADHYA PRADESH,22.67,6.78,7.67,418.11,1.43,1.73,1.0,407.13,62.30335946666667,1
473,1614.0,"BETWA NEAR INTAKE POINT, VIDISHA",MADHYA PRADESH,25.63,7.78,7.89,400.67,1.88,1.76,4.13,294.5,65.33892750144926,1
474,2124.0,"BETWA AT CHARANTIRGHAT, VIDISHA",MADHYA PRADESH,25.63,6.98,7.83,565.25,2.37,1.86,12.0,483.33,72.74611368695652,1
475,2125.0,BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,MADHYA PRADESH,25.63,7.01,7.77,484.04,3.04,1.98,18.83,498.0,77.64045180000001,0
476,1735.0,BETWA AT GOVIND SAGAR,UTTAR PRADESH,25.63,6.52,8.59,229.5,2.2,0.79,2350.0,14750.0,141.26548942028984,0
477,1356.0,BETWA BEFORE CONF. YAMUNA AT HAMIRPUR,UTTAR PRADESH,26.82,6.44,8.24,378.58,2.56,0.79,4575.0,18250.0,188.73637658550723,0
478,2120.0,"RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",MADHYA PRADESH,25.0,7.58,7.56,803.82,2.31,2.48,4.8,274.3,64.55643741449275,1
479,1613.0,"KOLAR DAM WATER SUPPLY INTAKE WELL, DISTT. SEHORE",MADHYA PRADESH,26.0,6.92,7.85,311.83,2.79,1.2,0.67,65.33,76.62954046086958,0
480,1365.0,CHAMBAL AT NAGDA U/S (WATER INTAKE POINT),MADHYA PRADESH,27.55,6.65,7.47,538.0,2.36,1.09,120.0,554.17,70.30778377681159,1
481,1366.0,CHAMBAL AT NAGDA D/S,MADHYA PRADESH,28.41,6.45,7.8,5472.27,23.34,3.05,120.0,554.17,264.01355042318835,0
482,2955.0,"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA",RAJASTHAN,25.67,5.95,7.76,435.0,1.28,0.38,3.42,7.92,66.3527528057971,1
483,1418.0,"CHAMBAL AT GANDHI SAGAR DAM, RAMPURA",MADHYA PRADESH,26.1,7.18,7.65,520.1,2.04,0.93,120.0,554.17,68.02875157391306,1
484,1288.0,CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE),RAJASTHAN,27.88,6.18,7.71,391.67,1.07,0.45,3.42,8.58,62.517598739130435,1
485,1289.0,CHAMBAL AT KOTA D/S (2 KM. FROM CITY),RAJASTHAN,25.98,5.22,7.99,595.0,2.26,0.42,7.75,125.42,82.69356392173913,0
486,1413.0,CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR,RAJASTHAN,23.25,5.86,7.47,589.17,1.68,0.36,4.33,14.08,65.345328,1
487,1609.0,CHAMBAL AT DHOLPUR,MADHYA PRADESH,23.8,8.25,7.68,688.0,2.31,0.39,120.0,554.17,65.76985913913043,1
488,1376.0,CHAMBAL AT ETAWAH BEFORE CONFL. TO R. YAMUNA,"CPCB, DELHI",26.0,6.6,7.7,445.5,2.4,0.79,4500.0,55266.7,183.67681385507245,0
489,1432.0,PARVATI NEAR VILLAGE BATAODAPAR,MADHYA PRADESH,24.0,8.15,7.39,577.5,1.8,0.5,120.0,554.17,56.689742762318836,1
490,2126.0,"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",MADHYA PRADESH,25.09,6.7,7.51,0.75,3.21,2.1,32.88,298.89,76.29655836521741,0
491,2954.0,"PARVATI BEFORE MEETING RIVER CHAMBAL AT KHATOLI, KOTA",RAJASTHAN,25.47,5.18,7.98,534.17,2.62,0.95,4.25,11.25,85.8412153710145,0
492,1607.0,"GOHAD DAM, GOHAD, M.P",MADHYA PRADESH,21.67,7.58,7.72,756.67,2.28,0.39,120.0,554.17,69.43708914782609,1
493,1367.0,KHAN AT KABIT KHEDI (NEAR INDORE),MADHYA PRADESH,23.0,2.95,7.2,1601.5,50.0,10.74,246.5,1600.0,509.44485043478255,0
494,1369.0,KSHIPRA AT RAMGHAT AT UJJAIN,MADHYA PRADESH,26.5,7.12,8.02,1005.8,11.11,2.28,120.0,554.17,155.28269774782606,0
495,1370.0,KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF SANGAM),MADHYA PRADESH,26.5,6.61,7.86,1090.45,11.89,2.03,120.0,554.17,161.85449089275363,0
496,1468.0,KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN.,MADHYA PRADESH,26.35,9.61,7.89,1142.6,10.8,1.84,120.0,554.17,138.28470186376813,0
497,2953.0,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA",RAJASTHAN,24.54,5.11,7.75,514.17,3.41,0.66,4.08,16.33,89.13951017391305,0
498,2956.0,"KALI SINDH AT BAROD ROAD BRIDGE, KOTA",RAJASTHAN,24.76,5.42,7.89,572.5,2.12,1.12,4.25,12.33,78.72546354202898,0
499,1608.0,SINDH AT DABRA,MADHYA PRADESH,23.67,8.1,7.7,766.67,2.25,0.41,120.0,554.17,66.32706364057971,1
500,2117.0,"BICHIA, BDG GOVINDGARH ROAD",MADHYA PRADESH,24.94,6.29,7.33,0.75,3.93,3.0,51.67,665.0,82.11185808695653,0
501,1433.0,SANKH AT TIGRA RESERVOIR,MADHYA PRADESH,25.0,8.23,7.47,490.0,1.97,0.15,120.0,554.17,59.140996530434776,1
502,3311.0,"JAMUNI AT BARIYAGHAT U/S NEAR INTAKE POINT, TIKAMGARH",MADHYA PRADESH,29.9,7.17,7.76,363.15,0.99,0.27,120.0,17.3,60.46705986956521,1
503,3327.0,"SONE AT AMLAI, 100 METRE D/S AFTER MIXING OF ATPS EFFLUENT, REWA",MADHYA PRADESH,22.0,5.3,7.17,328.0,1.8,1.14,120.0,554.17,66.59660435652174,1
504,2950.0,"BANAS AT DHANARI DAM, NEAR SWAROOPGANJ, SIROHI",RAJASTHAN,21.83,5.45,7.81,537.5,2.57,0.54,5.08,15.92,81.12375692173912,0
505,2951.0,"BANAS AT BISULPUR DAM, TONK",RAJASTHAN,20.17,5.9,8.0,397.5,1.53,0.48,3.83,10.92,72.9851006173913,1
506,2952.0,"BANAS AT NEAR NEWTA DAM, JAIPUR",RAJASTHAN,24.92,2.71,7.9,1630.83,17.22,1.13,7.92,47.67,225.92452779710143,0
507,2945.0,"CHHAPI AT UPSTREAM OF CHHAPI DAM, JHALAWAR",RAJASTHAN,26.93,5.71,7.98,444.17,1.86,1.59,4.08,15.08,76.61119343478263,0
508,2946.0,"UJAD AT UPSTREAM OF BHIM SAGAR DAM, JHALAWAR",RAJASTHAN,27.07,5.16,8.13,375.0,1.72,0.66,4.0,12.92,80.50275109565217,0
509,2267.0,"CREEKS AND SEA WATER - CREEK AT DANDO MOLLO,VELSAO, MAMUGAO",GOA,29.5,7.3,7.4,276.0,2.9,2.4,7317.0,11692.0,232.335207826087,0
510,2081.0,CREEKS AND SEA WATER - AMLAKHADI CREEK AT PUNGAM.,GUJARAT,26.0,6.6,7.7,445.5,2.4,0.79,120.0,554.17,74.84205725507246,1
511,1316.0,"CREEKS AND SEA WATER - BASSEIN CREEK AT BASSIN IN THANE DT., MAHARASHTRA",MAHARASHTRA,21.9,5.3,7.7,28914.0,16.3,2.2,273.0,498.0,213.92516028985506,0
512,2793.0,"CREEKS AND SEA WATER - THANE CREEK AT KALWA ROAD BRIDGE, KALWA, THANE",MAHARASHTRA,29.9,4.7,7.4,16565.0,16.1,3.0,232.0,422.0,206.28114869565215,0
513,2791.0,"CREEKS AND SEA WATER - ULHAS CREEK AT RETI BUNDER, D/S OF KALYAN- BHIWANDI BRIDGE",MAHARASHTRA,30.3,4.8,7.4,3990.0,14.8,1.4,82.0,219.0,187.99136840579712,0
514,2792.0,"CREEKS AND SEA WATER - ULAHS CREEK AT MUMBRA RETI BUNDER, VILLAGE MUMBRA, THANE",MAHARASHTRA,30.2,5.2,7.5,19945.0,12.9,2.8,252.0,434.0,178.4516872463768,0
515,2794.0,"CREEKS AND SEA WATER - ULHAS CREEK AT KOSHLET RETI BUNDER, KOLSHET, THANE",MAHARASHTRA,29.7,4.8,7.5,19634.0,12.8,3.0,232.0,424.0,179.00008173913042,0
516,2795.0,"CREEKS AND SEA WATER - ULHAS CREEK AT GAIMUKH AT NAGLA BUNDER ON GHOD BUNDER ROAD, NAGLA, THANE",MAHARASHTRA,29.9,5.1,7.6,24743.0,14.7,3.3,156.0,305.0,195.56262086956522,0
517,2796.0,"CREEKS AND SEA WATER - ULHAS CREEK AT VERSOVA BRIDGE, VERSOVA, VASAI, THANE",MAHARASHTRA,22.4,5.8,7.7,27994.0,8.3,2.4,224.0,421.0,139.4233521739131,0
518,2800.0,"CREEKS AND SEA WATER - SARAWALI CREEK, SARAWALI, PALGHAR, THANE",MAHARASHTRA,28.2,4.5,7.7,7365.0,12.0,1.8,118.0,288.0,171.45404260869566,0
519,2803.0,"CREEKS AND SEA WATER - PANVEL CREEK AT KOPRA BRIDGE, KOPRA, PANVEL, RAIGAD",MAHARASHTRA,27.1,5.5,7.4,5220.0,8.9,0.7,71.0,111.0,132.3241663768116,0
520,2804.0,CREEKS AND SEA WATER - KARAMBAVANE CREEK AT CHIPLUN.,MAHARASHTRA,23.1,6.9,7.5,3820.0,2.9,1.3,120.0,60.0,75.04222898550724,0
521,2354.0,"CANAL - SAMARLA KOTA CANAL,KAKINADA,EAST GODAVARI",ANDHRA PRADESH,24.8,5.2,7.4,385.0,1.1,0.6,31.0,166.0,62.775293913043484,1
522,2355.0,"CANAL - TULJE BAGH CANAL, TEKRI DRAIN,KAKINADA,EAST GODAVARI,",ANDHRA PRADESH,23.6,5.5,7.7,8955.0,1.1,0.6,18.0,236.0,68.15353304347828,1
523,3051.0,"CANAL - BUDAMERU CANAL NR BDG AT NH-5, KEESARAPALLY,Â Â KRISHNA, A.P.",ANDHRA PRADESH,26.0,3.5,7.5,1208.0,2.5,1.0,3.0,2250.0,85.14704550724639,0
524,2057.0,"CANAL - AGRA CANAL, MADANPUR KHADAR, DELHI",DELHI,26.0,6.6,7.7,445.5,2.4,0.79,120.0,554.17,74.84205725507246,1
525,2265.0,"CANAL - CANAL UP STREAM OF CUNCOLIM INDL.EST. CUNCOLIM,SALCETE (1 KM FROM M/S NICOMENT INDUSTRIES)",GOA,29.5,7.0,6.4,51.0,1.4,0.5,2437.0,4114.0,93.36807536231885,0
526,2266.0,"CANAL - CANAL DOWNSTREAM OF CUNCOLIM INDL.EST. CUNCOLIM,SALCETE (NEAR RAILWAY BRIDGE)",GOA,30.0,6.6,6.3,255.0,1.0,1.6,2851.0,5011.0,99.52750985507245,0
527,2268.0,CANAL - CUMBARJUA CANAL CORLIM(DISCHARGE POINT OF SYNGENTA LIMITED),GOA,29.7,5.4,6.8,244.0,2.4,0.1,5325.0,9575.0,181.88641333333334,0
528,1111.0,"CANAL - W.YAM. CANAL C-3 DELHI BRANCH AT R.D.245250,HARYANA",HARYANA,24.0,6.4,7.7,214.0,2.2,0.0,120.0,554.17,73.89652783478262,1
529,1112.0,"CANAL - W.YAM. CANAL C-4 BEFORE ENTER INTO DELHI BRANCH,R.D.282628 HARYANA",HARYANA,24.0,6.2,7.8,210.0,1.8,0.0,120.0,554.17,73.05302174782608,1
530,1115.0,CANAL - W.YAM. CANAL C-7 DELHI PARALLEL BRANCH AT KHUBRU FALL RD-145250,HARYANA,24.0,6.3,7.7,216.0,2.0,0.0,120.0,554.17,72.60765479130436,1
531,1116.0,CANAL - W.YAM. CANAL WC-4 DELHI PARALLEL BRANCH AT PANIPAT HARYANA,HARYANA,26.0,7.2,8.3,270.0,2.1,0.0,120.0,554.17,79.59095218260872,0
532,1419.0,"CANAL - GURGAON CANAL, GC-1,(NEAR BADARPUR BORDER), HARYANA",HARYANA,32.0,1.4,7.7,107.0,38.0,1.2,120.0,554.17,414.96013566086947,0
533,3461.0,"CANAL - KANOLI CANAL AT ERANJIKKAL, KAZHEKODE",KERALA,26.8,4.7,7.5,22445.0,1.2,0.6,2511.0,3656.0,128.23092869565218,0
534,3467.0,"CANAL - UNTHITHODU AT ELOOR, ERNAKULAM",KERALA,27.8,2.6,6.3,1346.0,3.0,0.7,274.0,425.0,78.65598811594204,0
535,3469.0,"CANAL - PALAKKATTUTHAZHA-MTHODU AT PERUMBAVOOR, ERNAKULAM",KERALA,27.4,3.7,6.9,81.0,1.9,0.6,710.0,1087.0,83.53483826086958,0
536,2836.0,"CANAL - MORAMBAMARINE, DISTT. THOUBAL, MANIPUR",MANIPUR,26.0,6.6,7.7,445.5,2.4,0.79,120.0,554.17,74.84205725507246,1
537,2428.0,CANAL - JOBRA( ORIGIN OF TALAGANDA CNAL),ODISHA,29.0,7.5,7.9,195.0,1.4,0.8,33174.0,43038.0,804.9181005797102,0
538,2429.0,"CANAL - NAUBAZAR, CUTTACK CITY",ODISHA,28.4,5.6,7.6,328.0,8.7,3.6,118400.0,139600.0,2778.543986086957,0
539,2430.0,"CANAL - ATHARABANKI(WATER INTAKE POINT OF PPL, IFFCO & PPT)",ODISHA,28.5,3.8,7.4,672.0,4.4,1.1,93746.0,107746.0,2193.609017971015,0
540,2932.0,"CANAL - RIVER NARMADA MAIN CANAL (BEFORE ENTERING IN RAJASTHAN STATE), TEHSIL SANCHORE, JALORE, RAJASTHAN",RAJASTHAN,21.5,7.6,8.2,372.0,0.8,0.6,120.0,5.0,64.39022695652173,1
541,2933.0,"CANAL - GANG CANAL AT KHAKKA HEAR NEAR HINDUMAL KOT, GANGANAGAR, RAJASTHAN",RAJASTHAN,25.2,5.8,7.4,241.0,1.5,0.6,8.0,177.0,62.89201217391306,1
542,2934.0,CANAL - MASITAWALA HEAD HANUMANGARH,RAJASTHAN,24.5,5.8,7.3,246.0,1.7,0.6,13.0,140.0,63.029872173913056,1
543,1729.0,"CANAL - NEAR PRAGATI VIDYABHAWAN, AGARTALA, TRIPURA",TRIPURA,27.7,1.0,8.9,384.0,31.0,7.3,650.0,783.0,388.24369942028983,0
544,2726.0,"CANAL - UPPER GANGA CANAL D/S HARIKIPAURI, HARIDWAR",UTTARAKHAND,19.3,8.2,7.7,445.5,1.7,0.0,120.0,86.0,60.75889521739132,1
545,2512.0,"CANAL - NOAI CANAL NORTH 24 PARGANAS, NEAR GANGA NAGAR MOTIBRIDGE",WEST BENGAL,27.3,1.6,7.7,1237.0,23.6,0.4,48784769.0,64777462.0,1092678.3529176812,0
546,3052.0,"DRAINS - GUNTATHIPPA DRAIN B/C WITH RYVES CANAL AT RAMAVARAPPADU,Â Â KRISHNA, A.P.",ANDHRA PRADESH,26.6,3.7,7.3,2089.0,2.2,0.9,3.0,2313.0,78.25401826086956,0
547,3053.0,"DRAINS - TULIA BAGH DRAIN AT VEMULAVADA,Â Â EAST GODAVARI, A.P.",ANDHRA PRADESH,24.0,5.2,7.6,3878.0,1.2,1.3,8.0,26.0,67.43838724637679,1
548,3054.0,"DRAINS - OUTLET OF ASH POND EFFLUENTS OF M/S.NTPC, RAMAGUNDAM,Â Â KARIMNAGAR, A.P.",ANDHRA PRADESH,27.8,3.0,9.4,938.0,15.8,0.0,120.0,554.17,240.31196435652177,0
549,3055.0,"DRAINS - TREATED EFFLUENTS OF 339 MLD STP, AMBERPET, HYDERABAD BEFORE JOINING TO MUSI,Â Â HYDERABAD, A.P.",ANDHRA PRADESH,28.3,2.6,7.6,1363.0,44.9,0.0,120.0,554.17,468.6750121826086,0
