"Water Quality
Station Code",Name or Location of Monitoring Station,State/UT,"Type of Water
Body","Frequency of
Monitoring",Latitude,Longitude,
14,"GODAVARI AT POLAVARAM, WEST GODAVARI DISTRICT",ANDHRA PRADESH,RIVER,MONTHLY,17.247331,81.646613,
25,"KRISHNA AT VIJAYWADA, KRISHNA",ANDHRA PRADESH,RIVER,MONTHLY,16.492476,80.640839,
26,"WELL AT GRAM PANCHAYAT OFFICE, KAANURU, VIJAYWADA",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.508853,80.641519,
30,"PENNAR AT SIDDVATAM, KADAPA",ANDHRA PRADESH,RIVER,MONTHLY,14.464393,78.964627,
1174,"TUNGABHADRA AT KURNOOL U/S, BHAVAPURAM, KURNOOL",ANDHRA PRADESH,RIVER,MONTHLY,15.8483,78.034942,
1175,"KRISHNA A/C WITH TUNGABHADRA, SANGAMESHWARAM, 
KUNOOL",ANDHRA PRADESH,RIVER,MONTHLY,16.001874,78.364986,
1177,"MUNERU B/C WITH KRISHNA, NANDIGAMA",ANDHRA PRADESH,RIVER,MONTHLY,16.670823,80.297751,
1178,"PALLERU B/C WITH KRISHNA, JAGGAIAPET",ANDHRA PRADESH,RIVER,MONTHLY,16.951698,80.048401,
1218,"GODAVARI AT RAJAHMUNDRY U/S, KUMARADEVAM, EAST
GODAVARI",ANDHRA PRADESH,RIVER,MONTHLY,17.069466,81.711134,
1219,"GODAVARI AT RAJAHMUNDRY D/S, DHAVALESWARAM, EAST
GODAVARI",ANDHRA PRADESH,RIVER,MONTHLY,17.007975,81.763328,
1255,"PENNAR B/C WITH CHITRAVATHI, TADIPATRI, UNGANOOR, 
ANANTAPURA",ANDHRA PRADESH,RIVER,MONTHLY,14.150574,77.822711,
1256,"PENNAR A/C WITH PAPAGNI, PUSHPAGINI, KADAPA",ANDHRA PRADESH,RIVER,MONTHLY,14.572795,78.79715,
1257,"PENNAR A/C WITH CHEYYURU, SOMASILA, NELLORE",ANDHRA PRADESH,RIVER,MONTHLY,14.481442,79.290142,
1448,"NAGAVALI AT THOTAPALLI REGULATOR, VIZIANAGARAM",ANDHRA PRADESH,RIVER,MONTHLY,18.787433,83.494512,
1513,"BOREWELL KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR
VIJJAYAWADA",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.501486,80.675692,
1514,BOREWELL VIJAY KUMAR AUTONAGAR VIJAYAWADA,ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.501508,80.676725,
1516,"BOREWELL OF NAVLOK GARDENS, NELLORE",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,14.445036,79.987869,
1517,BOREWELL NEAR TUNGBHADRA RIVER KURNOOL,ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,15.8363,78.048593,
1518,BOREWELL AT NANDYAL (KUNDU),ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,15.479222,78.480942,
1519,BOREWELL AT NAGIRI,ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,13.321417,79.585592,
1520,BOREWELL NEAR SWARNAMUKHI RIVER AT SRIKALAHASTI,ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,13.758251,79.701872,
1521,"OPEN WELL NEAR RAMA TEMPLE , WARD NO.2 , MINDI , 
VISAKHAPATNAM",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,17.704261,83.211783,
1522,OPEN WELL PEDDANUVVI - VIZIANAGARAM,ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,18.104532,83.397197,
1523,"BOREWELL NEAR M/S ANDHRA SUGARS LTD. , KOVVUR",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,17.015144,81.736181,
1524,OPEN WELL NEAR PARTAP NAGAR BRIDGE -KAKINADA,ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.971003,82.219006,
1782,KRISHNA AT HAMSALADEEVI PULIGADDA AQUEDUCT NEAR,ANDHRA PRADESH,RIVER,MONTHLY,16.000123,81.079082,
,"AVANIGADDA(V), KRISHNA DISTRICT",,,,,,
1785,"TUNGABHADRA AT MANTHRALAYAM, KURNOOL",ANDHRA PRADESH,RIVER,MONTHLY,15.944453,77.419709,
1786,"KRISHNA AT VEDADRI, KURNOOL",ANDHRA PRADESH,RIVER,MONTHLY,16.801875,80.129553,
1787,"KRISHNA AT AMARAVATI, GUNTUR",ANDHRA PRADESH,RIVER,MONTHLY,16.582608,80.343451,
1790,"PULICATE LAKE , NELLORE DIST",ANDHRA PRADESH,LAKE,MONTHLY,13.710482,80.084494,
2350,"RIVER HUNDRI AT JOHARAPURAM(V), NEAR TEMPLE, KURNOOL",ANDHRA PRADESH,RIVER,MONTHLY,15.819061,78.056866,
2351,"RIVER KUNDU, NANDYAL, NEAR OVER BDG., KURNOOL",ANDHRA PRADESH,RIVER,MONTHLY,15.49,78.4748,
2352,"VAMSADHARA, KALINGAPATNAM, VIZIANAGARAM",ANDHRA PRADESH,RIVER,MONTHLY,18.343003,84.124328,
2353,"KONDAKARLA-AAVA LAKE, PARAWADA PHARMA CITY, 
VISHAKHAPATNAM",ANDHRA PRADESH,LAKE,MONTHLY,17.602201,82.997395,
2354,"SAMARLA KOTA CANAL, KAKINADA, EAST GODAVARI",ANDHRA PRADESH,CANAL,MONTHLY,17.042624,82.166873,
2355,"TULJE BAGH CANAL, TEKRI DRAIN, KAKINADA, EAST GODAVARI",ANDHRA PRADESH,CANAL,MONTHLY,16.854914,82.231328,
2370,"GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL, EAST
GODAVARI DISTRICT",ANDHRA PRADESH,RIVER,MONTHLY,17.023186,81.768181,
2371,"GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL, EAST
GODAVARI DISTRICT",ANDHRA PRADESH,RIVER,MONTHLY,16.958989,81.78175,
3051,"BUDAMERU CANAL NR BDG AT NH-5, KEESARAPALLY, KRISHNA",ANDHRA PRADESH,CANAL,MONTHLY,16.518542,80.77469,
3052,"GUNTATHIPPA DRAIN B/C WITH RYVES CANAL AT
RAMAVARAPPADU, KRISHNA, A.P.",ANDHRA PRADESH,DRAIN,MONTHLY,16.525092,80.68445,
3053,"TULIA BAGH DRAIN AT VEMULAVADA, EAST GODAVARI, A.P.",ANDHRA PRADESH,DRAIN,MONTHLY,16.875379,82.14765,
3067,"OUTLET OF STP ON GODAVARI, RAJAMUNDRY, EAST GODAVARI, 
A.P.",ANDHRA PRADESH,DRAIN,MONTHLY,17.047062,81.775012,
,D/S OF RIVER KRISHNA A/C WITH TREATED SEWAGE DISCHARGING,,,,,,
3079,"FROM 10MLD STP LOCATED AT RAMALINGESHWARNAGAR, ",ANDHRA PRADESH,RIVER,MONTHLY,16.398256,80.721106,
,"VIJAYAWADA, KRISHNA",,,,,,
3083,"KRISHNA D/S OF SRISHAILAM, KURNOOL",ANDHRA PRADESH,RIVER,MONTHLY,16.087917,78.890169,
3087,"BORE WELL NEAR VILLAGE SECRETARIAT, PATHAPADU (V)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.57873,80.665263,
3089,"HAND PUMP AT TANAM VILL., VISHAKHAPATNAM",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,17.647774,83.07053,
3090,"HAND PUMP AT PITTAVANIPALEM, VISHAKHAPATNAM",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,17.694566,83.231092,
3091,"BORE WELL AT KAPULUPPADA DUMPSITE, VISHAKHAPATNAM",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,17.845289,83.368911,
3092,"BORE WELL AT ARINAMA AKKIVALASA, SRIKAKULAM",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,18.57652,84.015135,
3093,"BORE WELL AT ALLADAPALEM VILLAGE, PYDIBHIMAVARAM",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,18.135208,83.61347,
4346,"RIVER NAGAVALI NEAR NH- 16 BRIDGE, UPSTREAM (U/S) OF 
SRIKAKULAM TOWN, BEFORE CONFLUENCE OF TOWN SEWAGE",ANDHRA PRADESH,RIVER,MONTHLY,18.272669,83.899008,
,"RIVER NAGAVALI NEAR WATER PUMP HOUSE (KILLIPALEM) , ",,,,,,
4347,"DOWN STREAM (D/S) OF SRIKAKULAM TOWN, AFTER CONFLUENCE ",ANDHRA PRADESH,RIVER,MONTHLY,18.233593,83.923037,
,OF TOWN SEWAGE,,,,,,
,"RIVER VAMSADHARA, IMMEDIATE BORDER BETWEEN ANDHRA",,,,,,
4348,"PRADESH & ORISSA STATES, NEAR LALITHAMBA TEMPLE, BATTILI",ANDHRA PRADESH,RIVER,MONTHLY,19.011611,83.791031,
,(V) BHAMINI (M),,,,,,
,"SEA WATER , BAY OF BENGAL, AFTER CONFLUENCE OF MARINE ",,,,,,
4349,OUTFALL OF M/S. AUROBINDO PHARMA LTD. PYDIBHEEMAVARAM,ANDHRA PRADESH,MARINE,MONTHLY,18.0783,83.664886,
,(V) RANASTHALAM (M),,,,,,
4350,"BOREWELL AT ZP HIGH SCHOOL, UDDANAM REGION, AMALAPADU
(V) VAJRAPUKOTTURU",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,18.700542,84.433441,
,RIVER NAGAVALI IMMEDIATE BORDER BETWEEN ANDHRA,,,,,,
4351,"PRADESH & ORISSA STATES, NEAR SIVALAYAM, KUNERU (V), ",ANDHRA PRADESH,RIVER,MONTHLY,18.963606,83.444669,
,KOMARADA (M),,,,,,
,"SEA WAER BAY OF BENGAL, AFTER CONFLUENCE OF MARINE",,,,,,
4352,OUTFALL OF M/S MATRIX LABORATORIES LTD THAMMAYYAPALEM,ANDHRA PRADESH,MARINE,MONTHLY,18.031067,83.602401,
,(V) PUSAPATIREGA (M),,,,,,
4353,"BORE WELL AT MANGARAJU HOUSE, GAJAPATHINAGARAM
VILLAGE, PAYAKARAOPETA (M)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,18.279708,83.333591,
4354,"BORE WELL, SRI NOOKATATA TEMPLE RAJAYYAPETA VILLAGE, 
NAKKAPALLI (M)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,17.808522,83.190609,
4355,"BORE WELL, CHIPPADA VILLAGE, BHEEMUNIPATNAM (M)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,17.933387,83.456397,
4356,ELERU CANAL NEAR PHARMA CITY,ANDHRA PRADESH,CANAL,MONTHLY,16.720398,81.108729,
4357,"BEACH RD, RUSHIKONDA, BHEEMUNIPATNAM, ANDHRA PRADESH",ANDHRA PRADESH,SEA,MONTHLY,17.782025,83.385284,
4358,"RIVER GOWTHAMI (GODAVARI) GOVALANKA, INJARAM (V), NEAR
GMC BALAYOGI BRIDGE, TALLAREVU (M)",ANDHRA PRADESH,RIVER,MONTHLY,16.727818,82.178451,
4359,"RIVER GODAVARI AFTER CONFLUENCE WITH SABARI TRIBUTARY, 
(KUNAVARAM) AT WADDIGUDEM(V) V.R. PURAM (M)",ANDHRA PRADESH,RIVER,MONTHLY,17.559441,81.273983,
4360,"BORE WELL AT IDA, RAMANAYYAPETA, KKAINADA",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.986264,82.234925,
4361,"SEA WATER BAY BENGAL, UPPADA BEACH ROAD, KAKINADA",ANDHRA PRADESH,SEA,MONTHLY,17.076024,82.335507,
4362,"SEA WATER, BAY OF BENGAL NEAR DEEP WATER PORT, KAKINADA
(1KM AWAY FROM JETTY)",ANDHRA PRADESH,SEA,MONTHLY,16.970619,82.280728,
4363,"SEA WATER BAY OF BENGAL NEAR KUMBHABHISHEKAM TEMPALE, 
KAKINADA",ANDHRA PRADESH,SEA,MONTHLY,16.957749,82.269867,
4364,"BOREWELL AT RAJIV GRUHA NEAR AP PAPER MAILLS WORKERS 
COLONY, MALLAYAPETA, KATHERU, RAJAMAHENDRAVARAM",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,17.03405,81.776891,
4365,"RIVER VASISHTA (GODAVARI) UPSTREAM OF NARASAPURAM
TOWN BEFORE CONFLUENCE OF TOWN SEWAGE",ANDHRA PRADESH,RIVER,MONTHLY,16.439522,81.708766,
4366,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM,ANDHRA PRADESH,RIVER,MONTHLY,16.40845,81.699692,
,TOWN AFTER CONFLUENCE OF TOWN SEWAGE,,,,,,
4367,"RIVER GODAVARI KOUNDINYA MUKTHI (V), KUKUNUR (M),
BORDER POINT BETWEEN ANDHRA PRADESH & TELANGANA",ANDHRA PRADESH,RIVER,MONTHLY,17.643378,80.915178,
,STATES,,,,,,
4368,"KOLLERU LAKE KOKKIRAYALANKA (V), KAILALUR (M)",ANDHRA PRADESH,LAKE,MONTHLY,16.654513,81.218715,
4369,"COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD, 
TANUKU BEFORE JOINING RIVER GODAVARI",ANDHRA PRADESH,RIVER,MONTHLY,16.730168,81.677227,
4370,"KRISHNA CANAL AT HANUMAN NAGAR, NEAR SAIBABA TEMPLE, 
ELIRU",ANDHRA PRADESH,CANAL,MONTHLY,16.752674,81.02373,
,"SEA WATER, BAY OF BENGAL AFTER CONFLUENCE OF RIVER",,,,,,
4371,"VASHISTA GODAVARI AT CHINNAMAINAVANILANKA (V), ",ANDHRA PRADESH,MARINE,MONTHLY,16.319709,81.70582,
,NARSAPUR (M),,,,,,
4372,"GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA
PAPER MILL EFFLUENTS, VENDRA, PALAKODERU (M)",ANDHRA PRADESH,RIVER,MONTHLY,16.582868,81.575972,
,GOSTANI RIVER SAMPLE AFTER CONFLUENCE WITH M/S DELTA,,,,,,
4373,"PAPEER MILL EFFLUENTS, BENDRA, PALAKODERU (M), BUT BEFORE ",ANDHRA PRADESH,DRAIN,MONTHLY,16.580812,81.572122,
,CONFLUENCE WITH YANAMADURRU DRAIN,,,,,,
4374,"GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE, 
DOWNSTREAM OF TANUKU TOWN, ATTILI (M)",ANDHRA PRADESH,CANAL,MONTHLY,16.709955,81.547483,
4375,"RIVER KRISHNA, PAVITHRA SANGAMAM, AFTER CONFLUENCE 
WITH RIVER GODAVARI WATER LBRAHIMPATNAM (M)",ANDHRA PRADESH,RIVER,MONTHLY,16.576519,80.520694,
4376,"BOREWELL WATER , APIIC OFFICE, IDA KONDAPALLI, 
IBRAHIMPATNAM (M)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.62096,80.541348,
4377,"BOREWELL AT IMITATION JEWELLARY PARK, MACHILIPTNAM",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.209873,81.158475,
4378,"SEA WATER, BAY OF BENGAL, MANGINAPUDI BEACH, 
MACHILIPATNAM",ANDHRA PRADESH,MARINE,MONTHLY,16.242517,81.241292,
4379,"UPPUTERU BEFORE CONFLUENCE WITH SEA, AT
CHINAGOLLAPALEM VILLAGE, KRUTHIVENNU (M)",ANDHRA PRADESH,RIVER,MONTHLY,16.39147,81.478945,
4380,"BOREWELL WATER , SRI VENKATESWARA SWAMY TEMPLE, 
VENKATAPALEM (V), TULLUR (M)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.512728,80.55287,
,RIVER KRISHNA AFTER CONFLUENCE WITH RIVER MUSI AT,,,,,,
4381,VADAPALLI (V) BETWEEN ANDHRA PRADESH & TELANGANA,ANDHRA PRADESH,RIVER,MONTHLY,16.721665,79.752249,
,STATES,,,,,,
4382,"BOREWELL WATER POLICE STATION, AUTONAGAR, PEDAKAKANI, 
GUNTUR",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,16.328558,80.483568,
4383,"SEA WATER BAY OF BENGAL, FISHING HARBOUR, NIZAMPATNAM",ANDHRA PRADESH,MARINE,MONTHLY,15.877884,80.652347,
4384,"BOREWELL IN FRONT OF M/S BHAGEERADHA CHEMICALS & 
INDUSTRIES LTD, CHERUVUKOMMUPALEM (V) ONGOLE (M)",ANDHRA PRADESH,GROUND WATER,MONTHLY,15.467752,80.017805,
4385,"SEA WATER, BAY OF BENGAL, KOTHAPATNAM BEACH",ANDHRA PRADESH,MARINE,MONTHLY,15.419125,80.168512,
4386,"SEA WATER, BAY OF BENGAL, VADAREVU BEACH, CHIRALA",ANDHRA PRADESH,MARINE,MONTHLY,15.780704,80.411638,
4387,"SEA WATER, BAY OF BENGAL, KRISHNAPATNAM PORT",ANDHRA PRADESH,MARINE,MONTHLY,14.252922,80.110153,
,"RIVER TUNGABHADRA, UPSTREAM OF KURNOOL TOWN BEFORE ",,,,,,
4388,"JOINING CITY DOMESTIC SEWAGE AND AFTER M/S RAYALASEEMA
ALKALIES INDUSTRIES NEAR SIVALAYAM TEMPLE, GONDIPARLA (V)",ANDHRA PRADESH,RIVER,MONTHLY,15.825765,78.064604,
,KURNOOL (M),,,,,,
4389,"RIVER TUNGABHADRA, DOWNSTREAM OF KURNOOL TOWN AFTER
JOINING CITY DOMESTIC SEWAGE",ANDHRA PRADESH,RIVER,MONTHLY,15.836215,78.057836,
4390,"RIVER PAPAVINASANAM AT PAPAVINASANAM RESERVOIR, 
TIRUMALA",ANDHRA PRADESH,RIVER,MONTHLY,13.719691,79.343511,
4391,"CHENGAMBAKAM TANK IN SRI CITY SEZ, TIRUPATHI",ANDHRA PRADESH,TANK,MONTHLY,13.556539,80.005755,
4392,"BOREWELL NEAR SRI GOVINDARAJA SWAMY TEMPLE, TIRUPATI
TOWN",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,13.630074,79.416241,
4393,"CLOSED MSW DUMPSITE, UKKAYAPALLI (V), KADAPA (M)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,14.447187,78.808212,
4394,"BOREWELL AT APLLC OFFICE INDUSTRIAL ESTATE GROWTH 
CENTRE, THUMAKUNTA, HINDUPUR (M)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,13.725328,77.512282,
4395,"BOREWELL AT APLLC OFFICE INDUSTRIAL ESTATE, ANANTAPURAM
(M)",ANDHRA PRADESH,GROUND WATER,HALF-YEARLY,14.690736,77.572373,
20004,STP AT RAJAHMUNDRY,ANDHRA PRADESH,STP,MONTHLY,16.991222,81.790125,
3095,"GANGA RIVER AT CHANDRAPUR, ITANAGAR,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.074892,93.611622,
3096,"DIKRONG RIVER AT NIRJULI,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.137292,93.750572,
3097,"RIVER SUBANSIRI AT GERUKAMUKH,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.529796,94.264206,
3098,"SIANG RIVER AT RANAGHAT, NEAR RCC BRIDGE, PASIGHAT,",ARUNACHAL PRADESH,RIVER,MONTHLY,28.11784,95.283974,
3099,"LOHIT RIVER AT ALUBARI,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.853501,96.038366,
3100,"NAMCHIK RIVER AT KHARSANG,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.414903,95.999133,
3101,"KAMENG RIVER AT TIPPI, BHALUKPONG,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.032578,92.613561,
3102,"DIKRONG RIVER AT NIRJULI (D/S OF BARAPANI RIVER),",ARUNACHAL PRADESH,RIVER,MONTHLY,27.123122,93.762458,
3103,"PACHIN RIVER AT NAHARLAGUN (BELOW BARAPANI BRIDGE),",ARUNACHAL PRADESH,RIVER,MONTHLY,27.099005,93.695348,
3104,"POMA RIVER AT POMA,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.05878,93.540723,
3105,"GAI NADI NEAR HSS LIKABALI,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.596463,94.776723,
3106,"DIBANG RIVER AT ROING,",ARUNACHAL PRADESH,RIVER,MONTHLY,28.171662,95.832182,
3107,"DIHING RIVER AT MIAO,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.495543,96.215343,
3108,"BERENG RIVER AT CHOWKHAM,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.805825,96.017611,
3109,"NAO DIHING RIVER AT NAMSAI,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.63316,95.85058,
3110,"YONGO RIVER AT AALO,",ARUNACHAL PRADESH,RIVER,MONTHLY,28.180397,94.801041,
3111,"RANGA NADI AT YAZALI (NEEPCO-RHEP),",ARUNACHAL PRADESH,RIVER,MONTHLY,27.342757,93.816402,
3112,"KAMLA RIVER AT BOASIMLA,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.733728,93.991764,
3698,DIKRONG RIVER AT NIRJULI,ARUNACHAL PRADESH,RIVER,MONTHLY,27.120847,93.752603,
3699,RIVER PACHIN AT NAHARLAGUN,ARUNACHAL PRADESH,RIVER,MONTHLY,27.115748,93.70554,
3700,POMA RIVER AT POMA,ARUNACHAL PRADESH,RIVER,MONTHLY,27.059801,93.543031,
3701,"GAI NADI NEAR HSS LIKABALI,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.6583,94.704649,
3702,DIBANG RIVER AT POING,ARUNACHAL PRADESH,RIVER,MONTHLY,28.156623,95.191109,
3703,"DIHING RIVER AT MIAO,",ARUNACHAL PRADESH,RIVER,MONTHLY,27.487603,96.210504,
3704,BERENG RIVER AT CHOWKHAM,ARUNACHAL PRADESH,RIVER,MONTHLY,27.810441,96.012801,
3705,NAO DIHING RIVER AT NAMSAI,ARUNACHAL PRADESH,RIVER,MONTHLY,27.240399,96.948879,
3706,YONGO RIVER AT AALO,ARUNACHAL PRADESH,RIVER,MONTHLY,28.16627,94.79638,
3707,RANGANADI RIVER AT YAZALI,ARUNACHAL PRADESH,RIVER,MONTHLY,27.534911,93.752022,
3708,KAMLA RIVER AT BOASIMLA,ARUNACHAL PRADESH,RIVER,MONTHLY,27.77836,94.269098,
1030,"BRAHAMPUTRA AT DIBRUGARH, ASSAM",ASSAM,RIVER,MONTHLY,27.510417,94.953333,
1031,"BRAHAMPUTRA AT PANDU, ASSAM",ASSAM,RIVER,MONTHLY,26.176,91.68375,
1258,"JHANJI AT N.H. CROSSING JORHAT, ASSAM",ASSAM,RIVER,MONTHLY,26.846906,94.492244,
1259,"DHANSIRI AT GOLAGHAT, ASSAM",ASSAM,RIVER,MONTHLY,26.503075,93.952372,
1260,"BRAHAMPUTRA AT KHERGHAT (AFTER CONFL. WITH DIBANG &
DIHANG), ASSAM",ASSAM,RIVER,MONTHLY,27.687681,95.297822,
1261,"SUBANSIRI AT GEREKAMUKH (BEFORE CONFL. WITH BRAH.), 
ASSAM",ASSAM,RIVER,MONTHLY,27.510417,94.953333,
1262,"BRAHAMPUTRA AT NIMATIGHAT, ASSAM",ASSAM,RIVER,MONTHLY,26.830744,94.172775,
1263,"ELANGABEEL SYSTEM POND (CONNECTED TO R. KOLANG), ASSAM",ASSAM,POND,MONTHLY,26.132906,92.206483,
1298,"DISANG AT GUNDAMGHAT, ASSAM",ASSAM,RIVER,MONTHLY,27.311023,95.101786,
1299,"BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE, ASSAM",ASSAM,RIVER,MONTHLY,26.214866,90.557934,
1422,"BURHIDIHING AT MARGHERITA, ASSAM",ASSAM,RIVER,MONTHLY,27.284622,95.662347,
1423,"BARAK AT PANCHAGRAM , ASSAM",ASSAM,RIVER,MONTHLY,24.8674,92.600817,
1526,"BRAHMPUTRA RIVER AT DHENUKHAPAHAR, ASSAM",ASSAM,RIVER,MONTHLY,26.616375,92.82735,
1527,"BHOGDOI RIVER AT JORHAT , ASSAM",ASSAM,RIVER,MONTHLY,26.781058,94.208548,
1528,"BHARALU RIVER AT GUWAHATI, ASSAM",ASSAM,RIVER,MONTHLY,26.167661,91.765289,
1529,"DEEPAR BEEL, ASSAM",ASSAM,LAKE,MONTHLY,26.119297,91.647713,
1530,"DIGBOI RIVER AT LAKHIPATHE, RESERVE FOREST, DIGBOI, ASSAM",ASSAM,RIVER,MONTHLY,27.381964,95.622819,
1531,"MORA BHARALI AT TEZPUR, ASSAM",ASSAM,RIVER,MONTHLY,26.848745,92.840375,
1532,"GOYSAGAR TANK, SIBSAGAR, ASSAM",ASSAM,TANK,MONTHLY,26.953467,94.624919,
1533,"GROUND WATER AT DIGBOI, TINSUKIA DISTT., ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,27.396089,95.631783,
1534,"GROUND WATER AT KARBI ANGLONG DISTT., ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.105415,93.113917,
1535,"GROUND WATER AT SIBSAGAR GOVT ME SCHOOL WARD 6, RED",ASSAM,GROUND WATER,HALF-YEARLY,26.98,94.63,
,"CROSS ROAD , ASSAM",,,,,,
1536,"GROUND WATER NEAR BPMS H.S. SCHOOL SONARI TOWN DIST
CHARAIDEO",ASSAM,GROUND WATER,HALF-YEARLY,26.979722,94.632211,
1537,"GROUND WATER AT (JORHAT, ASSAM)",ASSAM,GROUND WATER,HALF-YEARLY,26.750143,94.219855,
1538,"GROUND WATER AT SILCHAR, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,24.820617,92.802431,
1539,"GROUND WATER AT BARPETA, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.315597,90.996408,
1540,"GROUND WATER AT BONAIGAON, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.48,90.56,
1541,"GROUND WATER AT NOONMATI GUWAHATI, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.145228,91.736806,
1542,"GROUND WATER AT SIJUBARI MAZAR, NATBOMA HATIGAON",ASSAM,GROUND WATER,HALF-YEARLY,26.1441,91.735194,
2058,"DISANG RIVER AT DILLIGHAT, DIBRUGARH DIST., ASSAM",ASSAM,RIVER,MONTHLY,27.141901,95.36639,
2059,"KOLONG RIVER AT MARIGAON, ASSAM",ASSAM,RIVER,MONTHLY,26.265026,92.264751,
2060,"MANAS RIVER AT NH-31 CROSSING, BARPETA, DISTRICT, ASSAM",ASSAM,RIVER,MONTHLY,26.496268,90.652663,
2061,"KHARSANG BEFORE CONFLUENCE WITH BURIDIHING NEAR
KHARSANG (ASSAM-ARUNANCHAL BORDER), ASSAM",ASSAM,RIVER,MONTHLY,27.411803,95.985028,
2062,"BURHIDIHING NEAR DULIAJAN AT D/S, TINSUKIA, ASSAM",ASSAM,RIVER,MONTHLY,27.321156,95.309064,
2063,"JAI BHARALI RIVER NEAR BISWANATH CHARALI, SONITPUR, ASSAM",ASSAM,RIVER,MONTHLY,26.759281,92.858803,
2064,"BRAHMAPUTRA RIVER AT CHANDRAPUR, GUWAHATI, ASSAM",ASSAM,RIVER,MONTHLY,26.24776,91.918205,
2065,"PAGLDIA RIVER NEAR NALBARI TOWN, DIST. NALBARI, ASSAM",ASSAM,RIVER,MONTHLY,26.447389,91.460667,
2066,"BRAHMAPUTRA RIVER AT DHUBRI, ASSAM",ASSAM,RIVER,MONTHLY,26.015519,89.993294,
2067,"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM",ASSAM,RIVER,MONTHLY,26.160268,91.56994,
2068,"KATHAKAL U/S AT MATIJURI, DIST. HAILAKANDI, ASSAM",ASSAM,RIVER,MONTHLY,24.648536,92.608089,
2069,"BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT
KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM",ASSAM,RIVER,MONTHLY,26.190372,91.745589,
2205,"MER BEEL AT MADHABPUR, ASSAM",ASSAM,LAKE,MONTHLY,27.316822,95.212211,
2206,"DALONI BEEL NEAR JOGIGHOPA, ASSAM",ASSAM,LAKE,MONTHLY,26.279311,90.539673,
2207,"BOR BEEL AT JAKAI., ASSAM",ASSAM,POND,MONTHLY,27.398149,94.988085,
