STATION CODE,LOCATIONS,STATE,Temp,DO,PH,Conductivity,BOD,NI,Fec_col,Tot_col,year,WQI,WQI clf
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,27.0,6.1,7.0,446.0,5.2,0.56,26.0,77.0,2013.0,87.67367797101451,0
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,24.0,6.9,6.4,94.0,3.2,1.59,20.0,65.0,2013.0,55.60491565217392,1
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,28.7,6.8,6.8,451.0,9.4,0.55,22.0,58.0,2013.0,117.919895942029,0
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,26.3,6.0,6.6,169.0,3.9,2.0,22.0,84.0,2013.0,69.71280492753621,1
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMILNADU,25.7,6.5,6.7,187.0,3.3,3.0,32.0,113.0,2013.0,64.07284347826086,1
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,23.3,5.5,7.2,636.0,9.7,4.0,1328.0,4975.0,2013.0,164.1358663768116,0
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,22.8,4.7,7.3,1088.0,23.8,4.0,28250.0,56000.0,2013.0,900.8349020289857,0
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,23.3,5.3,7.2,689.0,11.3,4.0,1350.0,6025.0,2013.0,179.9901002898551,0
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,21.8,4.9,7.3,1267.0,23.5,3.0,24750.0,54250.0,2013.0,819.4121747826086,0
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.3,5.3,7.4,852.0,13.0,4.0,13775.0,26750.0,2013.0,477.69836028985503,0
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,23.5,4.9,7.5,977.0,16.5,5.0,12375.0,30500.0,2013.0,482.36254144927534,0
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,24.0,4.4,7.4,1256.0,24.8,6.0,25250.0,55250.0,2013.0,846.6567895652174,0
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,23.5,4.8,7.2,1021.0,20.3,4.0,22875.0,43700.0,2013.0,746.1275750724639,0
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.3,5.1,7.3,971.0,14.8,5.0,2125.0,8425.0,2013.0,231.49714753623184,0
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,22.5,4.6,7.4,1284.0,24.3,4.0,21500.0,50000.0,2013.0,757.0261089855073,0
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,26.0,4.0,7.4,1096.0,26.0,3.0,31750.0,57500.0,2013.0,1002.9853373913044,0
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,25.8,4.4,7.3,1002.0,21.5,4.0,21000.0,43750.0,2013.0,718.9796428985508,0
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,27.0,6.7,6.9,910.0,13.0,0.0,233.0,465.0,2013.0,156.79766956521743,0
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,27.0,6.7,6.5,930.0,15.0,0.0,233.0,465.0,2013.0,167.56206956521743,0
1884,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,27.0,5.0,7.3,198.0,33.9,0.0,233.0,465.0,2013.0,356.77030782608693,0
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),HARYANA,27.0,6.7,6.7,960.0,18.0,0.0,233.0,465.0,2013.0,197.5966695652174,0
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,30.7,4.8,7.6,295.0,0.8,0.0,4.0,9.0,2013.0,64.79940173913043,1
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,20.3,7.1,7.5,293.0,1.3,0.0,9.0,19.0,2013.0,56.53666173913044,1
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20.7,7.1,7.5,316.0,1.4,0.0,13.0,22.0,2013.0,57.51598173913044,1
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,20.8,6.6,7.5,274.0,1.6,0.0,14.0,24.0,2013.0,61.70511652173913,1
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,20.6,4.9,7.4,407.0,16.3,0.0,51.0,120.0,2013.0,199.1400747826087,0
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,28.0,4.9,8.3,603.0,1.0,0.0,4.0,5.0,2013.0,78.3075947826087,0
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,23.4,5.5,7.4,138.0,0.8,0.0,4.0,6.0,2013.0,57.92459304347828,1
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,25.3,5.5,8.1,625.0,1.1,0.0,4.0,6.0,2013.0,72.83933304347826,1
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN,31.1,5.0,7.3,305.0,1.7,0.0,4.0,12.0,2013.0,66.59888782608695,1
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,26.3,5.6,8.1,552.0,1.1,0.0,4.0,6.0,2013.0,72.34218608695653,1
3305,"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,22.0,7.3,7.3,402.0,2.1,0.0,4.0,32.0,2013.0,59.10042782608696,1
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,24.4,7.2,7.3,99.0,2.2,1.0,26.0,57.0,2013.0,61.001088115942025,1
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,23.7,7.2,7.4,102.0,2.2,1.0,25.0,56.0,2013.0,62.715428115942046,1
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,24.6,7.6,7.2,72.0,1.8,2.56,24.0,57.0,2013.0,53.92036028985508,1
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,23.1,7.1,7.5,131.0,2.2,3.2,239.0,413.0,2013.0,69.98736840579711,1
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.7,5.2,2.9,682.0,7.8,1.5,16.0,30.0,2013.0,43.76601391304346,2
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,18.2,7.3,7.1,47.0,1.3,2.0,15.0,48.0,2013.0,48.93401449275361,2
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,18.8,7.6,7.2,52.0,1.2,2.0,16.0,36.0,2013.0,48.36211362318841,2
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.8,8.0,6.9,64.0,1.8,3.38,23.0,49.0,2013.0,46.85204579710145,2
3372,RILANG RIVER,MEGHALAYA,17.8,7.9,7.3,46.0,1.4,1.0,12.0,29.0,2013.0,50.224659420289846,0
3373,WAH BLEI,MEGHALAYA,18.7,7.4,7.2,53.0,1.9,3.0,14.0,32.0,2013.0,55.585160869565215,1
3374,WAH BLEI,MEGHALAYA,18.8,7.7,7.2,55.0,1.6,3.0,15.0,63.0,2013.0,51.51566,1
3376,LUKHA RIVER,MEGHALAYA,22.6,7.1,6.5,237.0,3.8,4.56,674.0,1072.0,2013.0,76.72106173913043,0
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25.2,7.8,7.2,50.0,1.6,1.77,20.0,41.0,2013.0,51.00465304347826,1
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,24.8,7.3,7.3,71.0,2.0,2.66,21.0,47.0,2013.0,58.812234492753625,1
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,19.9,7.3,7.0,91.0,1.8,3.3,20.0,45.0,2013.0,51.88566782608696,1
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.7,7.4,7.1,49.0,1.7,2.44,19.0,42.0,2013.0,52.12935420289854,1
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.6,6.5,7.1,99.0,2.7,3.56,1967.0,2722.0,2013.0,109.08499014492754,0
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.5,7.5,5.7,50.0,1.5,2.21,10.0,23.0,2013.0,25.34586057971015,0
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.7,5.8,6.9,68.0,3.1,4.9,197.0,463.0,2013.0,73.0471055072464,1
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.9,6.9,7.2,44.0,1.4,2.66,14.0,33.0,2013.0,53.52566231884058,1
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.9,7.8,7.3,93.0,1.9,2.99,264.0,444.0,2013.0,61.02015971014493,1
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.0,6.6,7.0,66.0,2.3,4.0,29.0,63.0,2013.0,59.95316985507247,1
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.4,7.6,7.1,53.0,1.7,3.0,23.0,53.0,2013.0,51.32010695652174,1
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.8,7.8,7.0,47.0,1.4,2.0,8.0,35.0,2013.0,45.52021971014493,2
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,24.8,7.7,7.4,128.0,1.6,3.32,25.0,56.0,2013.0,55.25816666666668,1
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,19.3,7.1,7.0,54.0,1.8,2.58,20.0,43.0,2013.0,52.76054173913043,1
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.6,7.4,7.0,69.0,1.6,3.3,17.0,87.0,2013.0,49.57228086956522,2
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20.7,7.5,7.2,58.0,1.6,2.25,21.0,46.0,2013.0,52.52535391304348,1
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,17.6,7.2,6.9,55.0,1.7,3.04,26.0,56.0,2013.0,49.84422811594203,2
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.7,7.9,7.1,55.0,1.2,3.55,23.0,50.0,2013.0,45.51075942028985,2
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.9,6.9,6.9,52.0,2.2,3.48,1576.0,45.0,2013.0,90.01351565217392,0
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,19.4,4.5,7.1,196.0,15.5,11.0,48611.0,43333.0,2013.0,1272.6139292753624,0
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,23.7,7.2,7.1,107.0,6.7,5.56,303.0,476.0,2013.0,104.077288115942,0
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.7,7.5,7.0,82.0,2.1,3.02,45.0,122.0,2013.0,54.11594057971016,1
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.6,7.1,7.5,189.0,1.9,1.0,233.0,465.0,2013.0,66.98283507246377,1
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.8,7.0,7.6,197.0,1.8,1.0,233.0,465.0,2013.0,68.3164820289855,1
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.5,7.2,7.9,158.0,1.9,0.95,233.0,465.0,2013.0,73.43346144927536,1
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.5,6.5,7.8,161.0,1.8,0.99,233.0,465.0,2013.0,74.18490347826086,1
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.4,6.6,7.7,165.0,1.7,0.0,280.0,325.0,2013.0,71.98315652173913,1
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,21.9,6.7,7.8,167.0,4.8,1.0,440.0,520.0,2013.0,104.36794289855074,0
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,27.5,6.6,7.7,183.0,3.7,1.55,415.0,575.0,2013.0,92.8990831884058,0
1393,DAMANGANGA AT D/S OF MADHUBAN,DAMAN & DIU,31.0,7.1,7.8,151.0,8.0,0.08,233.0,465.0,2012.0,126.07908840579712,0
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,28.0,7.2,7.4,319.0,0.7,0.18,5.0,10.0,2012.0,48.94339478260871,2
1865,RIVER DHADAR AT KOTHADA,GUJARAT,27.0,6.2,8.4,894.0,9.0,0.38,140.0,350.0,2012.0,147.79253101449277,0
1434,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,GUJARAT,30.0,2.2,8.0,1835.0,17.9,0.86,10478.0,25478.0,2012.0,473.1322692753623,0
1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT,31.0,2.0,7.7,3165.0,32.3,3.44,11498.0,15173.0,2012.0,617.2048231884058,0
1149,KOLAK AT PATALIA BDG,GUJARAT,29.0,2.4,7.6,1500.0,6.2,1.31,3.0,13.0,2012.0,124.53339536231884,0
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,GOA,31.0,5.9,7.2,52.0,2.1,0.08,233.0,90.0,2012.0,69.10505188405797,1
1475,ZUARI AT PANCHAWADI,GOA,30.0,6.1,6.8,408.0,1.3,0.17,1300.0,3808.0,2012.0,78.6040979710145,0
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,30.0,5.5,6.9,143.0,1.3,0.09,4100.0,11113.0,2012.0,146.64667304347827,0
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,29.0,5.4,7.2,60.0,1.5,0.08,428.0,2309.0,2012.0,70.99872666666667,1
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,GOA,29.0,5.8,7.2,34.0,5.3,0.17,855.0,3322.0,2012.0,112.37565884057972,0
1476,"MANDOVI AT TONCA, MARCELA",GOA,29.0,5.9,6.7,125.0,1.5,0.14,1638.0,5793.0,2012.0,87.44163188405798,0
3185,MANDOVI AT AMONA BRIDGE,GOA,28.0,6.4,6.7,175.0,1.3,0.1,772.0,3636.0,2012.0,63.659283768115934,1
3186,RIVER MANDOVI AT IFFI JETTY,GOA,30.0,6.2,7.7,39.0,1.3,0.06,1296.0,4517.0,2012.0,93.72138434782607,0
3187,MANDOVI NEAR HOTEL MARRIOT,GOA,30.0,6.1,7.8,39.0,1.5,0.06,1032.0,5840.0,2012.0,92.16553130434782,0
1543,KALNA AT CHANDELNAN PERNEM,GOA,27.0,7.3,6.9,61.0,0.7,0.09,1430.0,4388.0,2012.0,72.17136782608696,1
1548,RIVER ASSONORA AT ASSONORA,GOA,28.0,6.8,6.6,71.0,1.5,0.14,2495.0,3949.0,2012.0,99.89798927536232,0
2276,"BICHOLIM VARAZAN NAGAR, BICHOLIM",GOA,29.0,7.4,6.5,129.0,2.3,0.49,5868.0,16691.0,2012.0,179.75463420289856,0
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28.0,7.0,6.8,503.0,1.6,0.66,965.0,2404.0,2012.0,69.29200869565217,1
3189,RIVER CHAPORA AT SIOLIM,GOA,29.0,6.3,7.5,31.0,1.6,0.06,1466.0,4267.0,2012.0,96.12413739130434,0
1546,KHANDEPAR AT OPA NAN PONDA,GOA,29.0,7.1,6.8,70.0,0.8,0.17,716.0,3567.0,2012.0,56.3334484057971,1
2270,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",GOA,30.0,7.3,6.8,69.0,1.2,0.12,457.0,2446.0,2012.0,52.93586782608696,1
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.0,6.7,6.6,118.0,1.0,0.22,1104.0,3496.0,2012.0,65.13140289855073,1
1545,RIVER MADAI AT DABOS NAN  VALPOI,GOA,28.0,7.4,6.8,80.0,1.3,0.06,274.0,1404.0,2012.0,49.06230086956522,2
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29.0,4.5,6.6,250.0,2.4,0.16,1572.0,5889.0,2012.0,98.99985594202896,0
2271,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28.0,6.1,6.9,74.0,1.8,0.19,1074.0,3937.0,2012.0,79.72858463768117,0
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,30.0,5.9,7.3,44.0,1.6,0.14,962.0,2794.0,2012.0,83.12563188405797,0
3183,"SAL AT KHAREBAND, MARGAO",GOA,30.0,2.4,6.5,195.0,4.8,0.35,7980.0,14217.0,2012.0,272.0691153623189,0
3184,"SAL AT ORLIM BRIDGE, ORLIM",GOA,31.0,4.0,6.8,207.0,1.8,0.34,818.0,2280.0,2012.0,82.11893072463768,0
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,29.0,5.4,7.6,40.0,1.6,0.07,290.0,1330.0,2012.0,75.55725333333332,0
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,30.0,5.3,7.6,41.0,1.4,0.08,952.0,2517.0,2012.0,89.16059362318842,0
1547,RIVER TALPONA AT CANACONA,GOA,29.0,7.0,6.9,54.0,0.8,0.21,667.0,3059.0,2012.0,57.35672869565217,1
3188,RIVER TIRACOL AT TIRACOL,GOA,29.0,5.9,7.7,44.0,2.1,0.08,1200.0,831.0,2012.0,99.317011884058,0
1544,VALVANT AT SANKLI NAN BICHOLIM,GOA,29.0,7.1,6.5,60.0,1.7,0.13,2926.0,8163.0,2012.0,108.9377950724638,0
2651,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,29.0,6.9,7.7,99.0,3.3,0.56,53.0,123.0,2012.0,79.68866231884058,0
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),MAHARASHTRA,30.0,6.6,7.9,123.0,3.2,0.52,44.0,104.0,2012.0,83.51654985507247,0
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA,27.0,6.6,7.7,220.0,3.6,0.65,25.0,77.0,2012.0,83.1950631884058,0
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.0,6.8,7.7,219.0,3.4,0.63,23.0,75.0,2012.0,80.41544260869566,0
1092,KALU AT ATALE VILLAGE,MAHARASHTRA,27.0,4.8,7.2,5429.0,8.4,2.08,177.0,408.0,2012.0,130.3985750724638,0
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,23.0,6.4,8.0,493.0,4.2,3.91,17.0,68.0,2012.0,94.91414376811592,0
1152,KUNDALIKA AT ROHA CITY,MAHARASHTRA,29.0,6.8,7.6,100.0,3.0,0.54,124.0,295.0,2012.0,77.38312260869564,0
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,29.0,6.7,7.5,316.0,4.6,0.6,47.0,132.0,2012.0,88.6079295652174,0
2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,29.0,6.9,7.7,84.0,3.1,0.42,69.0,168.0,2012.0,78.2631556521739,0
2676,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,28.0,6.9,7.9,312.0,2.7,1.58,4.0,107.0,2012.0,76.92142231884058,0
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,29.0,6.8,7.5,146.0,3.0,0.6,124.0,241.0,2012.0,75.65192260869566,0
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,MAHARASHTRA,29.0,6.7,7.3,127.0,2.9,0.59,100.0,209.0,2012.0,71.23309623188406,1
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,29.0,5.6,6.9,432.0,4.5,1.72,58.0,173.0,2012.0,82.99877942028985,0
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,29.0,6.5,7.3,126.0,3.0,0.59,132.0,284.0,2012.0,73.80395014492753,1
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,30.0,7.1,7.5,128.0,3.0,0.6,136.0,297.0,2012.0,74.48222173913045,1
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,30.0,6.4,7.3,129.0,3.1,0.6,68.0,191.0,2012.0,73.73713043478259,1
2689,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,29.0,6.9,7.7,129.0,2.9,0.55,135.0,268.0,2012.0,77.99746898550725,0
2696,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,25.0,7.0,7.9,153.0,2.9,0.55,30.0,86.0,2012.0,78.63312202898551,0
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,30.0,6.4,7.6,10165.0,3.7,2.14,5.0,139.0,2012.0,85.22888376811594,0
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,30.0,6.9,7.7,307.0,2.8,3.6,4.0,123.0,2012.0,74.55789565217391,1
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,31.0,6.3,7.7,322.0,3.5,1.1,4.0,116.0,2012.0,83.369244057971,0
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,30.0,6.5,7.5,5835.0,3.4,1.72,4.0,126.0,2012.0,79.3327168115942,0
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,30.0,6.3,7.4,9245.0,4.7,2.0,4.0,134.0,2012.0,90.84906405797102,0
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,28.0,6.5,8.1,1907.0,4.0,0.55,46.0,115.0,2012.0,94.9936168115942,0
2707,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,28.0,7.0,8.0,1896.0,3.5,0.64,190.0,245.0,2012.0,89.6446020289855,0
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,28.0,7.0,8.0,206.0,2.9,0.56,31.0,74.0,2012.0,80.40133536231883,0
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,27.0,6.8,7.8,239.0,3.3,0.56,33.0,77.0,2012.0,81.48442927536232,0
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,27.0,6.4,7.6,152.0,3.2,0.96,62.0,142.0,2012.0,79.73137043478259,0
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,26.0,6.7,7.7,146.0,3.0,0.89,30.0,73.0,2012.0,77.52235623188406,0
2162,ULHAS ATJAMBHUL WATER WORKS,MAHARASHTRA,27.0,6.7,7.6,137.0,2.9,0.76,24.0,64.0,2012.0,74.75038289855074,1
2712,"VAITARNA NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,28.0,6.6,7.8,228.0,3.5,0.57,30.0,79.0,2012.0,84.14981652173913,0
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,23.0,7.0,7.7,409.0,2.4,0.93,4.0,112.0,2012.0,70.26410869565217,1
2713,"VASHISHTI  AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL,KHERDI,RATNAGIRI",MAHARASHTRA,22.0,6.8,7.6,263.0,2.9,0.81,4.0,123.0,2012.0,73.87346260869565,1
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,23.0,6.9,7.5,338.0,2.3,3.93,4.0,108.0,2012.0,66.6994956521739,1
1342,ACHENKOIL AT THUMPAMON,KERALA,26.0,7.0,7.2,79.0,0.8,0.62,279.0,637.0,2012.0,53.507415362318845,1
1443,ACHENKOIL AT CHENNITHULA,KERALA,26.0,6.6,7.0,67.0,1.1,0.53,275.0,670.0,2012.0,54.5217431884058,1
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,26.0,6.6,7.3,59.0,0.7,0.57,281.0,541.0,2012.0,56.29577652173912,1
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANAMTHITTA",KERALA,26.0,6.2,7.3,66.0,0.8,0.55,303.0,609.0,2012.0,59.60583768115941,1
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,26.0,7.1,7.0,67.0,1.0,0.34,170.0,538.0,2012.0,48.86079507246378,2
2319,ANCHARAKANDY AT MERUVAMBA,KERALA,26.0,7.0,6.7,5341.0,1.1,0.37,158.0,528.0,2012.0,45.91524202898551,2
2286,R AYROOR AT AYROOR BRIDGE,KERALA,29.0,6.7,7.3,89.0,1.1,0.35,1163.0,2025.0,2012.0,79.15671623188406,0
2331,BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.0,6.2,7.3,136.0,1.0,0.46,296.0,676.0,2012.0,61.24183768115942,1
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.0,7.1,8.1,212.0,0.9,0.56,524.0,992.0,2012.0,75.05082840579709,0
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,29.0,6.3,6.3,134.0,1.2,0.67,224.0,780.0,2012.0,43.62535072463768,2
20,CHALIYAR AT KOOLIMADU,KERALA,26.0,7.3,7.2,76.0,0.6,0.31,468.0,893.0,2012.0,54.49242115942029,1
21,CHALIYAR AT CHUNGAPALLY,KERALA,26.0,7.0,7.3,11041.0,0.9,0.29,256.0,503.0,2012.0,57.96639536231884,1
